0 33 1 -1 0
1 34 0 0 1
2 35 0 1 2
3 36 0 2 3
4 37 0 3 4
5 38 0 4 5
6 39 0 5 6
7 40 0 6 7
8 41 0 7 8
9 42 0 8 9
10 43 0 9 10
11 44 0 10 11
12 45 0 11 12
13 46 0 12 13
14 47 0 13 14
15 48 0 14 15
16 49 0 15 16
17 50 0 16 17
18 51 0 17 18
19 52 0 18 19
20 53 0 19 20
21 54 0 20 21
22 55 0 21 22
23 56 0 22 23
24 57 0 23 24
25 58 0 24 25
26 59 0 25 26
27 60 0 26 27
28 61 0 27 28
29 62 0 28 29
30 63 0 29 30
31 64 0 30 31
32 65 1 31 -1
0 1 1 0 -1
1 2 1 1 -1
2 3 1 2 -1
3 4 1 3 -1
4 5 1 4 -1
5 6 1 5 -1
6 7 1 6 -1
7 8 1 7 -1
8 9 1 8 -1
9 10 1 9 -1
10 11 1 10 -1
11 12 1 11 -1
12 13 1 12 -1
13 14 1 13 -1
14 15 1 14 -1
15 16 1 15 -1
16 17 1 16 -1
17 18 1 17 -1
18 19 1 18 -1
19 20 1 19 -1
20 21 1 20 -1
21 22 1 21 -1
22 23 1 22 -1
23 24 1 23 -1
24 25 1 24 -1
25 26 1 25 -1
26 27 1 26 -1
27 28 1 27 -1
28 29 1 28 -1
29 30 1 29 -1
30 31 1 30 -1
31 32 1 31 -1
33 34 1 -1 0
34 35 1 -1 1
35 36 1 -1 2
36 37 1 -1 3
37 38 1 -1 4
38 39 1 -1 5
39 40 1 -1 6
40 41 1 -1 7
41 42 1 -1 8
42 43 1 -1 9
43 44 1 -1 10
44 45 1 -1 11
45 46 1 -1 12
46 47 1 -1 13
47 48 1 -1 14
48 49 1 -1 15
49 50 1 -1 16
50 51 1 -1 17
51 52 1 -1 18
52 53 1 -1 19
53 54 1 -1 20
54 55 1 -1 21
55 56 1 -1 22
56 57 1 -1 23
57 58 1 -1 24
58 59 1 -1 25
59 60 1 -1 26
60 61 1 -1 27
61 62 1 -1 28
62 63 1 -1 29
63 64 1 -1 30
64 65 1 -1 31
